input_text,normalized_telugu
"diabetic control diabetic meals diet chart format pdf","మధుమేహ నియంత్రణ కొరకు మధుమేహ భోజన డైట్ చార్ట్ ఫార్మాట్ పిడిఎఫ్ రూపంలో కావాలి."
"children food section menu layout changes online software","పిల్లల ఆహార విభాగం... మెనూ లేఅవుట్ మార్పులు ఆన్‌లైన్ సాఫ్ట్‌వేర్."
"cerelac baby food preparation timings details for working women","సెరెలాక్ బేబీ ఫుడ్ తయారీ సమయాల... వివరాలు ఉద్యోగ... మహిళల కొరకు."
"local cuisine authentic restaurants list inside city boundary","నగర పరిధిలో ఉన్న స్థానిక వంటకాల అసలైన రెస్టారెంట్ల జాబితా."
"telangana pothu kura recipe cooking steps easily","తెలంగాణ పోతు కూర రెసిపీ వండే విధానం... సులభంగా చెప్పండి."
"rayalaseema ulavacharu biryani ordering contact numbers list","రాయలసీమ ఉలవచారు బిర్యానీ ఆర్డర్ చేసే సంప్రదింపు నంబర్ల జాబితా."
"coastal andhra pethala pulusu hot spicy andhra style","కోస్తా ఆంధ్ర పీతల పులుసు ఘాటైన ఆంధ్ర శైలిలో కావాలి."
"uttarandhra special bambu chicken available shops in city","ఉత్తరాంధ్ర ప్రత్యేక బాंबూ చికెన్ లభించే షాపులు నగరంలో ఎక్కడ ఉన్నాయి?"
"food poisoning treatment and home remedies detailed text","ఫుడ్ పాయిజనింగ్ చికిత్స మరియు ఇంటి వైద్యం వివరాల పాఠ్యం."
"stale food detection parameters using smart sensors applications","స్మార్ట్ సెన్సార్ల అప్లికేషన్లను ఉపయోగించి పాడైపోయిన ఆహారాన్ని గుర్తించే పారామితులు."
"restaurant booking app development tutorial step by step","రెస్టారెంట్ బుకింగ్ యాప్ డెవలప్‌మెంట్ ట్యుటోరియల్ స్టెప్ బై స్టెప్."
"takeaway food ordering app UI designs templates free","టేకావే ఫుడ్ ఆర్డరింగ్ యాప్ యూఐ డిజైన్స్ టెంప్లేట్స్ ఉచితంగా లభిస్తాయా?"
"home delivery service boy contact numbers emergency area","హోమ్ డెలివరీ సర్వీస్ బాయ్ సంప్రదింపు నంబర్లు అత్యవసర ప్రాంతం."
"weekend special buffet offers flat 50 discount coupon","వారాంతపు ప్రత్యేక బఫే ఆఫర్లు ఫ్లాట్ యాభై శాతం... తగ్గింపు కూపన్."
"midnight food delivery options near hitech city crossroads","హైటెక్ సిటీ క్రాస్ రోడ్స్ సమీపంలో... అర్ధరాత్రి ఆహార డెలివరీ ఎంపికలు."
"vijayawada highway dhaba ratings check by customers list","విజయవాడ హైవే డాబా రేటింగుల తనిఖీ కస్టమర్ల జాబితా ద్వారా."
"railway platform food delivery service quality norms updates","رైల్వే ప్లాట్‌ఫారమ్ ఆహార డెలివరీ సర్వీస్ నాణ్యతా ప్రమాణాల అప్‌డేట్స్."
"airport lounge luxury food free access credit cards","విమానాశ్రయం లాంజ్ లగ్జరీ ఆహారం ఉచిత యాక్సెస్ క్రెడిట్ కార్డ్స్."
"pilgrimage food donation trust registrations online forms portal","తీర్థయాత్ర ఆహార విరాళ ట్రస్ట్ రిజిస్ట్రేషన్ల ఆన్‌లైన్ ఫారమ్స్ పోర్టల్."
"biryani taste bagundi kani masala ekkuva aindi bhayya","బిర్యానీ రుచి బాగుంది కానీ మసాలా ఎక్కువ అయింది సోదరా."
"tiffins packing net ga ledhu chatni motham carindi box lo","టిఫిన్లు ప్యాకింగ్... శుభ్రంగా లేదు, చట్నీ అంతా బాక్స్‌లో కారిపోయింది."
"street food hygiene issues report to municipal authority format","వీధి ఆహార పరిశుభ్రత సమస్యలపై మున్సిపల్ అథారిటీకి నివేదించే ఫార్మాట్."
"vegan milk types nutrition value complete data sheet","వీగన్ పాలు రకాలు మరియు పోషక విలువల పూర్తి డేటా షీట్."
"vegetarian diet benefits for fitness trainers guide book","ఫిట్‌నెస్ ట్రైనర్ల కొరకు శాఖాహార డైట్ ప్రయోజనాల గైడ్ బుక్."
"non veg curry point profitable business model startup guidelines","మాంసాహార కర్రీ పాయింట్ లాభदायक వ్యాపార నమూనా... స్టార్టప్ మార్గదర్శకాలు."
